,Chronotype,O,C,E,A,S
86,,-0.006848112379279706,1.3110419906687398,-0.2846314193670647,-1.394584454775304,1.1103522888633444
87,Lark,-0.4458296751536432,-1.5166124699561716,1.2945486703303644,1.4599951064350378,-0.24200419230509151
88,Strong owl,0.8711150131694473,1.3110419906687398,-0.2846314193670647,-2.210178615121116,-0.9181824328893095
89,Strong owl,1.3100965759438108,1.6644987982468538,-1.2321394731855222,,-0.5800933125972005
90,Owl,-0.006848112379279706,0.6041283755125121,0.347040616511907,1.4599951064350378,-0.5800933125972005
91,Strong lark,-0.8848112379280066,0.957585183090626,-1.547975491125008,0.6444009460892258,1.1103522888633444
92,Owl,-0.8848112379280066,-0.10278523964371583,-0.9163034552460364,1.4599951064350378,0.7722631685712354
93,,0.4321334503950838,-0.45624204722182976,0.031204598572421128,-0.1711932142565861,-0.24200419230509151
94,Lark,1.3100965759438108,-0.8096988547999437,-1.8638115090644938,1.8677921866079439,0.4341740482791264
95,Owl,-0.006848112379279706,-0.45624204722182976,-0.6004674373065505,0.6444009460892258,-0.24200419230509151
96,Lark,-0.006848112379279706,-0.8096988547999437,1.2945486703303644,-0.9867873746023981,-0.9181824328893095
97,Lark,0.8711150131694473,0.2506715679343981,-1.2321394731855222,1.8677921866079439,-1.2562715531814184
98,Owl,0.4321334503950838,-1.1631556623780577,0.9787126523908786,1.4599951064350378,1.1103522888633444
99,Lark,0.4321334503950838,-0.8096988547999437,-1.8638115090644938,-0.578990294429492,-1.9324497937656364
100,,1.3100965759438108,0.2506715679343981,-0.9163034552460364,-0.578990294429492,1.1103522888633444
101,Owl,-0.8848112379280066,0.957585183090626,-1.2321394731855222,-0.1711932142565861,-0.9181824328893095
102,,,,,,
103,,0.8711150131694473,0.6041283755125121,0.347040616511907,-0.9867873746023981,-2.270538914057745
104,Lark,0.8711150131694473,0.2506715679343981,0.347040616511907,0.6444009460892258,1.1103522888633444
105,Owl,-0.006848112379279706,-1.1631556623780577,0.9787126523908786,-0.9867873746023981,0.09608492798701745
106,Owl,0.4321334503950838,-0.45624204722182976,-1.2321394731855222,0.23660386591631988,-1.2562715531814184
107,Owl,-0.8848112379280066,-0.45624204722182976,0.031204598572421128,0.6444009460892258,
108,Owl,0.4321334503950838,-0.45624204722182976,1.2945486703303644,0.23660386591631988,0.09608492798701745
109,Lark,0.4321334503950838,0.957585183090626,1.6103846882698503,1.4599951064350378,-0.24200419230509151
110,Lark,-0.006848112379279706,0.6041283755125121,-0.6004674373065505,0.23660386591631988,1.7865305294475624
111,Owl,-1.32379280070237,-0.45624204722182976,1.2945486703303644,-0.578990294429492,-1.9324497937656364
112,Owl,-0.4458296751536432,-0.45624204722182976,0.031204598572421128,-0.9867873746023981,-1.5943606734735274
113,Strong owl,-1.32379280070237,1.6644987982468538,0.9787126523908786,0.23660386591631988,-0.5800933125972005
114,Owl,0.8711150131694473,0.957585183090626,0.031204598572421128,-2.210178615121116,-0.24200419230509151
115,Strong owl,1.3100965759438108,-2.2235260851123995,-0.9163034552460364,-0.9867873746023981,-1.5943606734735274
116,Lark,-0.4458296751536432,0.2506715679343981,0.031204598572421128,-0.1711932142565861,0.7722631685712354
117,Strong owl,-0.8848112379280066,1.3110419906687398,-0.9163034552460364,-0.9867873746023981,0.09608492798701745
118,Owl,0.4321334503950838,0.2506715679343981,1.2945486703303644,-0.578990294429492,-0.5800933125972005
119,Strong lark,-1.32379280070237,,,-0.578990294429492,
120,Owl,0.4321334503950838,0.6041283755125121,-1.2321394731855222,1.4599951064350378,1.4484414091554534
121,Owl,-0.006848112379279706,0.2506715679343981,-0.9163034552460364,0.6444009460892258,0.7722631685712354
122,Strong owl,-0.4458296751536432,0.2506715679343981,0.031204598572421128,-0.1711932142565861,-0.9181824328893095
123,Owl,-1.7627743634767337,-0.10278523964371583,-1.547975491125008,-1.80238153494821,-0.24200419230509151
124,Owl,0.4321334503950838,0.957585183090626,-1.2321394731855222,-0.578990294429492,0.09608492798701745
125,Owl,0.4321334503950838,-1.5166124699561716,-1.2321394731855222,1.4599951064350378,-0.5800933125972005
126,,0.4321334503950838,0.2506715679343981,1.2945486703303644,-0.1711932142565861,0.7722631685712354
127,Strong owl,0.4321334503950838,-0.45624204722182976,-1.2321394731855222,-0.578990294429492,-1.9324497937656364
128,Lark,-1.7627743634767337,0.2506715679343981,-1.8638115090644938,0.6444009460892258,-0.5800933125972005
129,Lark,0.8711150131694473,-0.10278523964371583,0.9787126523908786,0.6444009460892258,1.1103522888633444
130,Lark,-0.8848112379280066,-0.10278523964371583,-1.2321394731855222,-0.1711932142565861,0.09608492798701745
131,Lark,0.8711150131694473,1.6644987982468538,0.9787126523908786,0.23660386591631988,1.7865305294475624
132,Owl,0.8711150131694473,1.6644987982468538,0.347040616511907,1.4599951064350378,-1.2562715531814184
133,Lark,-0.006848112379279706,,-1.2321394731855222,-0.578990294429492,0.09608492798701745
134,Lark,-0.4458296751536432,0.6041283755125121,0.031204598572421128,1.8677921866079439,-0.9181824328893095
135,Strong owl,-0.006848112379279706,0.6041283755125121,-0.9163034552460364,0.6444009460892258,1.7865305294475624
136,Owl,-0.4458296751536432,0.2506715679343981,0.6628766344513928,-0.578990294429492,-0.24200419230509151
137,Owl,-0.4458296751536432,1.6644987982468538,0.9787126523908786,-1.80238153494821,-0.24200419230509151
138,,0.4321334503950838,0.2506715679343981,1.6103846882698503,0.6444009460892258,1.4484414091554534
139,Owl,-0.4458296751536432,0.2506715679343981,0.6628766344513928,,-0.24200419230509151
140,Strong owl,-1.32379280070237,0.2506715679343981,1.9262207062093362,1.4599951064350378,1.1103522888633444
141,Lark,0.4321334503950838,-1.5166124699561716,0.6628766344513928,1.4599951064350378,-1.5943606734735274
142,Strong lark,-2.201755926251097,1.6644987982468538,-1.547975491125008,-2.210178615121116,-1.2562715531814184
143,Strong owl,-0.006848112379279706,0.2506715679343981,0.9787126523908786,-0.1711932142565861,0.7722631685712354
144,Owl,-0.4458296751536432,0.2506715679343981,-0.9163034552460364,0.23660386591631988,-0.24200419230509151
145,Lark,-2.201755926251097,1.3110419906687398,0.6628766344513928,-0.1711932142565861,-0.5800933125972005
146,Owl,0.4321334503950838,-0.10278523964371583,1.2945486703303644,-0.9867873746023981,0.7722631685712354
147,Owl,0.8711150131694473,1.3110419906687398,1.6103846882698503,0.23660386591631988,-0.24200419230509151
148,Lark,-0.8848112379280066,0.6041283755125121,-1.8638115090644938,-0.1711932142565861,0.4341740482791264
149,Strong owl,-0.006848112379279706,0.2506715679343981,0.9787126523908786,-0.9867873746023981,0.4341740482791264
150,Strong lark,-2.6407374890254607,1.6644987982468538,-0.2846314193670647,0.23660386591631988,1.4484414091554534
151,Owl,0.4321334503950838,0.6041283755125121,-0.9163034552460364,0.23660386591631988,-0.5800933125972005
152,Lark,-1.32379280070237,1.3110419906687398,-0.9163034552460364,-0.1711932142565861,0.4341740482791264
153,Lark,-0.006848112379279706,1.3110419906687398,0.031204598572421128,-0.578990294429492,0.7722631685712354
154,Strong owl,0.4321334503950838,-0.10278523964371583,0.6628766344513928,-0.1711932142565861,-0.5800933125972005
155,Owl,0.8711150131694473,0.2506715679343981,1.6103846882698503,0.23660386591631988,0.7722631685712354
156,Owl,0.8711150131694473,1.6644987982468538,1.9262207062093362,-1.394584454775304,-1.2562715531814184
157,Lark,0.8711150131694473,1.3110419906687398,1.6103846882698503,0.23660386591631988,1.4484414091554534
158,Strong owl,-2.201755926251097,-1.5166124699561716,-0.2846314193670647,-2.617975695294022,-1.2562715531814184
159,Strong owl,0.4321334503950838,-0.45624204722182976,0.347040616511907,0.23660386591631988,-0.9181824328893095
160,Owl,,,,,
161,Lark,-0.4458296751536432,1.6644987982468538,1.2945486703303644,-0.578990294429492,0.7722631685712354
162,Owl,-0.006848112379279706,-0.8096988547999437,1.6103846882698503,1.8677921866079439,0.4341740482791264
163,Lark,-0.8848112379280066,-0.45624204722182976,-1.8638115090644938,-0.9867873746023981,-0.5800933125972005
164,Lark,-0.006848112379279706,-0.8096988547999437,-1.547975491125008,-0.9867873746023981,-1.2562715531814184
165,Lark,1.3100965759438108,0.957585183090626,0.9787126523908786,1.8677921866079439,1.7865305294475624
166,Owl,1.3100965759438108,-0.45624204722182976,-0.9163034552460364,-0.9867873746023981,-0.9181824328893095
167,Strong owl,0.8711150131694473,0.957585183090626,1.6103846882698503,1.0521980262621318,1.7865305294475624
168,Owl,0.4321334503950838,-1.1631556623780577,1.9262207062093362,0.23660386591631988,-1.2562715531814184
169,Lark,-0.006848112379279706,-0.8096988547999437,-1.2321394731855222,-0.1711932142565861,-0.9181824328893095
170,Strong owl,0.4321334503950838,-0.45624204722182976,-1.547975491125008,1.0521980262621318,1.4484414091554534
171,Lark,-0.4458296751536432,1.3110419906687398,1.6103846882698503,1.8677921866079439,-0.5800933125972005
172,,1.3100965759438108,-1.1631556623780577,-0.2846314193670647,0.23660386591631988,1.4484414091554534
173,Strong owl,-1.32379280070237,0.2506715679343981,1.9262207062093362,-0.9867873746023981,-1.5943606734735274
174,Lark,-1.32379280070237,-0.45624204722182976,-0.9163034552460364,0.23660386591631988,0.7722631685712354
175,Lark,,,,,
176,Owl,0.4321334503950838,0.957585183090626,0.6628766344513928,1.4599951064350378,-0.24200419230509151
177,Strong owl,-1.32379280070237,0.6041283755125121,-0.6004674373065505,0.23660386591631988,-1.2562715531814184
178,Owl,-0.8848112379280066,0.957585183090626,-0.6004674373065505,-0.578990294429492,0.7722631685712354
179,Lark,-0.4458296751536432,1.6644987982468538,-0.9163034552460364,-0.9867873746023981,0.7722631685712354
180,,-1.7627743634767337,1.6644987982468538,0.347040616511907,-0.9867873746023981,-1.5943606734735274
181,Owl,-0.4458296751536432,-0.10278523964371583,-0.9163034552460364,0.23660386591631988,-1.2562715531814184
182,Lark,0.4321334503950838,-1.5166124699561716,1.2945486703303644,1.0521980262621318,-0.24200419230509151
183,Owl,0.4321334503950838,0.2506715679343981,-1.2321394731855222,0.23660386591631988,-1.2562715531814184
184,Strong owl,-1.32379280070237,0.6041283755125121,-0.9163034552460364,-0.1711932142565861,-0.24200419230509151
185,Owl,-1.7627743634767337,-0.10278523964371583,-0.9163034552460364,-0.9867873746023981,0.7722631685712354
186,Strong lark,-0.006848112379279706,0.6041283755125121,-1.2321394731855222,1.0521980262621318,0.09608492798701745
187,Lark,1.3100965759438108,-0.45624204722182976,1.6103846882698503,1.0521980262621318,1.4484414091554534
188,Strong owl,-0.4458296751536432,0.2506715679343981,-0.9163034552460364,1.4599951064350378,-0.9181824328893095
189,Strong lark,0.4321334503950838,1.6644987982468538,0.031204598572421128,1.8677921866079439,1.4484414091554534
190,Owl,-1.7627743634767337,0.6041283755125121,-0.6004674373065505,0.6444009460892258,1.4484414091554534
191,Lark,0.8711150131694473,1.3110419906687398,-1.8638115090644938,0.6444009460892258,-0.9181824328893095
192,Owl,-0.8848112379280066,-1.8700692775342855,1.2945486703303644,-0.578990294429492,-0.5800933125972005
193,Strong owl,-0.006848112379279706,-1.5166124699561716,-1.8638115090644938,-0.9867873746023981,0.4341740482791264
194,Owl,0.4321334503950838,-0.45624204722182976,-0.2846314193670647,0.6444009460892258,-1.5943606734735274
195,Owl,-0.006848112379279706,0.6041283755125121,-0.6004674373065505,1.0521980262621318,0.4341740482791264
196,Strong owl,-0.006848112379279706,-0.45624204722182976,-1.2321394731855222,1.0521980262621318,-0.9181824328893095
197,Strong owl,-0.006848112379279706,1.6644987982468538,-1.8638115090644938,0.23660386591631988,0.7722631685712354
198,Strong owl,0.8711150131694473,-1.5166124699561716,-0.6004674373065505,-1.80238153494821,1.1103522888633444
199,Strong lark,1.3100965759438108,0.6041283755125121,-0.9163034552460364,1.4599951064350378,-1.2562715531814184
200,Lark,-0.006848112379279706,0.6041283755125121,0.6628766344513928,0.23660386591631988,1.1103522888633444
201,Strong owl,0.4321334503950838,-0.10278523964371583,-0.6004674373065505,-1.80238153494821,-0.9181824328893095
202,Lark,1.3100965759438108,1.6644987982468538,-1.2321394731855222,1.4599951064350378,-0.24200419230509151
203,Owl,-0.4458296751536432,-0.45624204722182976,-0.2846314193670647,-0.578990294429492,0.09608492798701745
204,,1.3100965759438108,0.6041283755125121,-0.2846314193670647,-0.578990294429492,-0.5800933125972005
205,Lark,0.8711150131694473,-0.10278523964371583,-0.9163034552460364,1.8677921866079439,0.7722631685712354
206,Lark,0.4321334503950838,-1.8700692775342855,-0.2846314193670647,-0.9867873746023981,0.7722631685712354
207,Owl,1.3100965759438108,1.6644987982468538,-0.6004674373065505,-0.578990294429492,-0.9181824328893095
208,Owl,-2.201755926251097,-0.45624204722182976,-1.2321394731855222,-0.9867873746023981,-1.9324497937656364
209,Strong owl,-3.079719051799824,-0.45624204722182976,0.6628766344513928,0.23660386591631988,0.7722631685712354
210,Lark,-0.4458296751536432,0.2506715679343981,0.031204598572421128,-0.9867873746023981,-0.5800933125972005
211,Strong lark,-0.8848112379280066,1.6644987982468538,0.9787126523908786,0.6444009460892258,1.1103522888633444
212,Owl,-0.8848112379280066,0.2506715679343981,1.6103846882698503,-0.1711932142565861,1.1103522888633444
213,Lark,-0.8848112379280066,0.2506715679343981,-1.547975491125008,0.23660386591631988,0.09608492798701745
214,Owl,0.4321334503950838,1.3110419906687398,0.031204598572421128,-0.578990294429492,0.7722631685712354
215,Owl,-0.006848112379279706,1.3110419906687398,-0.9163034552460364,1.0521980262621318,-0.24200419230509151
216,Lark,0.8711150131694473,0.2506715679343981,1.2945486703303644,0.23660386591631988,1.1103522888633444
217,Strong lark,-1.32379280070237,0.2506715679343981,-0.6004674373065505,1.4599951064350378,1.1103522888633444
218,Lark,0.8711150131694473,0.2506715679343981,-0.6004674373065505,-0.578990294429492,-1.2562715531814184
219,Strong owl,0.4321334503950838,0.6041283755125121,-1.8638115090644938,0.23660386591631988,-0.24200419230509151
220,Owl,-0.4458296751536432,0.957585183090626,0.031204598572421128,-1.394584454775304,-1.5943606734735274
221,Lark,-0.006848112379279706,0.6041283755125121,0.347040616511907,0.6444009460892258,1.1103522888633444
222,Strong owl,0.8711150131694473,0.957585183090626,1.9262207062093362,1.0521980262621318,1.7865305294475624
223,Strong owl,0.4321334503950838,0.6041283755125121,1.2945486703303644,-0.578990294429492,-0.5800933125972005
224,Owl,-2.6407374890254607,0.6041283755125121,-1.8638115090644938,-1.80238153494821,1.1103522888633444
225,Owl,-1.32379280070237,0.6041283755125121,-1.547975491125008,-2.210178615121116,-1.9324497937656364
226,,1.3100965759438108,-2.2235260851123995,0.031204598572421128,-3.025772775466928,-1.9324497937656364
227,,0.8711150131694473,0.957585183090626,0.9787126523908786,1.4599951064350378,1.1103522888633444
228,Owl,-0.8848112379280066,-0.8096988547999437,-1.2321394731855222,0.6444009460892258,0.7722631685712354
229,Lark,0.8711150131694473,0.957585183090626,1.6103846882698503,-0.1711932142565861,0.09608492798701745
230,Owl,0.4321334503950838,-0.45624204722182976,0.031204598572421128,-0.1711932142565861,0.09608492798701745
231,Owl,-0.006848112379279706,-1.8700692775342855,0.347040616511907,-0.1711932142565861,-1.5943606734735274
232,Strong lark,-0.4458296751536432,-0.8096988547999437,-1.547975491125008,-0.9867873746023981,1.7865305294475624
233,Owl,-0.006848112379279706,-0.45624204722182976,-1.547975491125008,-1.394584454775304,1.1103522888633444
234,Owl,-0.006848112379279706,0.6041283755125121,1.2945486703303644,0.6444009460892258,1.1103522888633444
235,Strong owl,0.8711150131694473,0.957585183090626,0.9787126523908786,1.0521980262621318,0.7722631685712354
236,Strong owl,-0.8848112379280066,0.6041283755125121,0.6628766344513928,-1.80238153494821,0.4341740482791264
237,Owl,-0.4458296751536432,0.957585183090626,-1.2321394731855222,-0.1711932142565861,1.1103522888633444
238,Strong owl,1.3100965759438108,0.957585183090626,0.031204598572421128,1.8677921866079439,1.1103522888633444
239,Owl,-2.201755926251097,0.6041283755125121,-1.8638115090644938,-0.578990294429492,1.1103522888633444
240,Lark,,,,,
241,Lark,-0.006848112379279706,0.957585183090626,0.6628766344513928,-0.578990294429492,-1.2562715531814184
242,Owl,-0.4458296751536432,-0.8096988547999437,-0.2846314193670647,1.8677921866079439,1.1103522888633444
243,Strong lark,0.4321334503950838,0.2506715679343981,1.6103846882698503,1.8677921866079439,1.4484414091554534
244,Strong owl,0.4321334503950838,0.2506715679343981,-0.9163034552460364,-0.1711932142565861,-0.5800933125972005
245,Strong owl,-0.006848112379279706,-1.1631556623780577,-0.6004674373065505,-0.1711932142565861,0.4341740482791264
246,Owl,-0.4458296751536432,-0.10278523964371583,1.2945486703303644,-0.9867873746023981,0.4341740482791264
247,Owl,-0.4458296751536432,1.3110419906687398,-0.9163034552460364,1.8677921866079439,0.4341740482791264
248,,-0.006848112379279706,1.6644987982468538,-1.8638115090644938,1.0521980262621318,-0.24200419230509151
249,,,,,,
250,Owl,-0.4458296751536432,1.3110419906687398,-0.2846314193670647,1.4599951064350378,0.7722631685712354
251,Owl,0.8711150131694473,-0.10278523964371583,1.6103846882698503,-0.1711932142565861,-0.5800933125972005
252,,0.4321334503950838,1.3110419906687398,1.2945486703303644,-0.578990294429492,1.4484414091554534
253,Strong lark,-1.7627743634767337,0.957585183090626,-0.6004674373065505,0.23660386591631988,-0.5800933125972005
254,Owl,-0.8848112379280066,-0.45624204722182976,1.9262207062093362,-0.1711932142565861,0.4341740482791264
255,Strong owl,0.4321334503950838,-1.1631556623780577,-1.8638115090644938,1.4599951064350378,1.4484414091554534
256,Owl,-0.8848112379280066,-0.10278523964371583,-1.2321394731855222,0.23660386591631988,-0.9181824328893095
257,Lark,-0.006848112379279706,0.2506715679343981,0.9787126523908786,0.23660386591631988,0.4341740482791264
258,,0.8711150131694473,-0.8096988547999437,-0.9163034552460364,0.6444009460892258,0.4341740482791264
259,Owl,-1.7627743634767337,0.2506715679343981,-1.2321394731855222,-0.1711932142565861,1.1103522888633444
260,Owl,0.8711150131694473,0.6041283755125121,-1.547975491125008,1.0521980262621318,0.7722631685712354
261,Lark,,,,,
262,Strong owl,0.4321334503950838,-0.45624204722182976,0.9787126523908786,0.23660386591631988,-0.9181824328893095
263,Strong lark,0.8711150131694473,,1.6103846882698503,-0.578990294429492,-1.5943606734735274
264,Owl,0.8711150131694473,0.6041283755125121,0.347040616511907,1.8677921866079439,1.7865305294475624
265,Owl,1.3100965759438108,0.2506715679343981,0.031204598572421128,1.0521980262621318,1.1103522888633444
266,Lark,-0.4458296751536432,-1.1631556623780577,0.6628766344513928,-0.578990294429492,0.4341740482791264
267,Owl,-1.32379280070237,0.6041283755125121,0.031204598572421128,1.0521980262621318,1.1103522888633444
268,Lark,-1.32379280070237,1.3110419906687398,0.347040616511907,-0.1711932142565861,0.7722631685712354
269,Lark,-1.32379280070237,0.2506715679343981,0.6628766344513928,0.23660386591631988,-0.24200419230509151
